rut_origen,dv_origen,banco_origen,cuenta_origen,rut_destino,dv_destino,banco_destino,cuenta_destino,monto_transf,tipo_transf,fecha_transferencia,hora_transferencia,comentario
5683730,3,Banco de Chile,16355969,9352937,8,Scotiabank,67051633,214653,TEF,2023-11-17,22:00:00,Varios
22594294,7,Itau,88073534,18773947,7,Banco Santander,64247126,236839,TEF,2023-11-29,04:00:00,Devolución
12285785,4,Banco Santander,15095242,10395898,9,Banco Santander,97901298,197957,TEF,2023-11-22,07:00:00,Abono
20360600,1,Banco BCI,87069041,22832748,5,Scotiabank,74293978,223557,TEF,2023-10-18,03:00:00,Devolución
12623045,6,Banco Estado,20292077,14544521,9,Scotiabank,78381345,241577,TEF,2023-10-15,06:00:00,Abono
8156802,4,Banco BCI,58142047,20690065,K,Itau,34493388,217621,TEF,2023-11-24,03:00:00,Servicios
9102728,1,Scotiabank,29237685,4459478,8,Banco BCI,27307125,208979,TEF,2023-10-06,06:00:00,Honorarios
4197635,0,Banco de Chile,66878476,15310402,3,Itau,78466964,236771,TEF,2023-10-14,22:00:00,Préstamo
17359237,4,Banco BCI,86243744,20055140,K,Banco BCI,24805454,37959,TEF,2023-10-27,14:00:00,Remuneración
19617035,0,Banco Santander,76186506,1087252,8,Banco Estado,43157897,231512,TEF,2023-11-14,07:00:00,Varios
13778456,4,Banco BCI,80818026,2315458,K,Scotiabank,53170649,169012,TEF,2023-11-06,10:00:00,Devolución
13859206,1,Banco de Chile,48400692,11211330,K,Banco Estado,71075979,86368,TEF,2023-10-13,15:00:00,Préstamo
6996678,9,Banco Estado,91526381,18178470,K,Banco Santander,67236264,159483,TEF,2023-10-09,04:00:00,Préstamo
3183613,7,Banco Santander,78173364,14706341,5,Banco BCI,49339212,37604,TEF,2023-10-15,15:00:00,Pago
13527171,2,Banco de Chile,24516832,23748217,9,Banco Estado,71543185,50029,TEF,2023-10-09,07:00:00,Abono
14696470,8,Itau,18431902,16609416,5,Banco de Chile,57779052,79095,TEF,2023-11-04,00:00:00,Préstamo
9909626,K,Scotiabank,45777787,15750305,8,Itau,11073781,123266,TEF,2023-11-17,06:00:00,Pago
13011018,9,Banco de Chile,79856741,17666714,5,Banco de Chile,63459968,28095,TEF,2023-10-31,13:00:00,Préstamo
5149447,1,Banco de Chile,24070953,1589425,8,Banco BCI,25939354,111857,TEF,2023-11-14,09:00:00,Pago
7579474,K,Banco Santander,48223318,14914045,1,Banco de Chile,81425950,16131,TEF,2023-10-26,10:00:00,Honorarios
19149171,9,Banco BCI,67522269,16283159,0,Banco Santander,90443419,247807,TEF,2023-11-06,20:00:00,Remuneración
18995510,1,Banco de Chile,94076677,8087152,9,Banco de Chile,89830752,106097,TEF,2023-11-17,20:00:00,Remuneración
18424955,2,Scotiabank,39870020,4250638,1,Scotiabank,21081808,206147,TEF,2023-10-05,18:00:00,Varios
10997594,7,Banco Estado,80547552,14302798,4,Banco BCI,30628166,98359,TEF,2023-11-21,14:00:00,Remuneración
13711500,0,Banco BCI,29192776,13493751,2,Banco Estado,46640156,10026,TEF,2023-10-01,06:00:00,Varios
2328225,K,Itau,79880768,4696575,0,Itau,65859397,30067,TEF,2023-10-31,09:00:00,Varios
18500236,7,Banco de Chile,36389575,14302798,4,Banco BCI,30628166,76269,TEF,2023-11-23,13:00:00,Abono
24935600,K,Banco Estado,58153683,13720536,8,Banco BCI,70547276,96025,TEF,2023-10-10,20:00:00,Préstamo
11100332,9,Banco Estado,81729905,3649093,K,Banco de Chile,37567987,59940,TEF,2023-11-05,15:00:00,Servicios
5046504,4,Banco Estado,85814657,19970812,6,Scotiabank,23732451,146288,TEF,2023-11-14,06:00:00,Abono
4127804,1,Banco BCI,13254428,20761327,8,Scotiabank,39595188,24143,TEF,2023-10-21,09:00:00,Honorarios
19040698,K,Scotiabank,60846738,21386399,K,Banco de Chile,55913991,139912,TEF,2023-10-30,15:00:00,Préstamo
2065647,2,Banco Santander,42808793,1753747,K,Scotiabank,37662572,118835,TEF,2023-11-01,00:00:00,Pago
19704777,9,Banco de Chile,10808966,7579474,K,Banco Santander,48223318,125015,TEF,2023-10-20,12:00:00,Varios
15733709,9,Banco de Chile,46715149,14747374,1,Banco BCI,23625069,150226,TEF,2023-10-07,22:00:00,Honorarios
21402772,7,Banco BCI,85893638,24870201,5,Banco BCI,56538814,235713,TEF,2023-10-29,05:00:00,Devolución
24064892,6,Scotiabank,97581848,16207005,8,Itau,83747723,133869,TEF,2023-11-03,13:00:00,Varios
11173950,3,Banco Santander,29140674,19703541,8,Itau,45184295,120565,TEF,2023-11-29,17:00:00,Varios
20432453,6,Banco Santander,72059775,16874241,3,Banco Santander,20144845,156159,TEF,2023-10-17,00:00:00,Abono
20432453,6,Banco Santander,72059775,20690065,K,Itau,34493388,119860,TEF,2023-10-18,07:00:00,Devolución
12834116,5,Banco Santander,78864734,14056500,5,Banco de Chile,97338731,197231,TEF,2023-11-01,03:00:00,Remuneración
9038969,1,Banco de Chile,98801969,18493273,6,Banco BCI,55343623,15268,TEF,2023-10-27,23:00:00,Remuneración
19245678,4,Scotiabank,45945729,2848482,4,Banco BCI,23026126,233478,TEF,2023-10-13,10:00:00,Varios
12935564,3,Banco BCI,69478770,18085877,3,Banco Santander,21874455,134329,TEF,2023-11-26,04:00:00,Remuneración
9581614,6,Banco de Chile,10125199,21907888,7,Itau,94373170,187041,TEF,2023-10-19,15:00:00,Honorarios
22581483,8,Itau,51941112,14477823,3,Banco BCI,58012811,33958,TEF,2023-11-22,13:00:00,Servicios
23177410,4,Scotiabank,63737527,17207806,4,Itau,28013996,165908,TEF,2023-11-24,10:00:00,Pago
11063488,2,Banco Estado,33756015,4930957,9,Banco de Chile,77315937,204657,TEF,2023-11-28,08:00:00,Abono
17202722,7,Banco BCI,61613357,24928352,0,Banco BCI,73310077,138264,TEF,2023-10-22,16:00:00,Abono
1422499,0,Scotiabank,61577891,14143472,1,Banco Santander,72748928,205615,TEF,2023-10-25,19:00:00,Abono
2345562,6,Banco Santander,73844702,16158069,4,Banco de Chile,41620473,77324,TEF,2023-11-29,02:00:00,Varios
1455256,9,Scotiabank,57500776,18974745,7,Banco Estado,81970379,72187,TEF,2023-11-29,12:00:00,Remuneración
11211330,K,Banco Estado,71075979,23704928,7,Banco Estado,89372519,248853,TEF,2023-11-01,23:00:00,Préstamo
9056556,5,Banco BCI,45900513,8662981,6,Itau,44978170,93227,TEF,2023-11-10,14:00:00,Pago
20086503,9,Banco Santander,39988072,14459647,6,Banco Estado,21553186,5789,TEF,2023-11-17,22:00:00,Pago
21375388,7,Scotiabank,33819879,10026157,3,Scotiabank,94245707,26595,TEF,2023-11-02,17:00:00,Remuneración
16255319,2,Scotiabank,57429557,7964731,1,Banco de Chile,36061561,21557,TEF,2023-11-03,04:00:00,Devolución
22143428,5,Banco Santander,30570376,10052753,1,Banco de Chile,62507541,57068,TEF,2023-10-22,04:00:00,Préstamo
4838080,4,Banco Estado,66586327,21386399,K,Banco de Chile,55913991,41381,TEF,2023-11-14,16:00:00,Remuneración
11253180,5,Banco de Chile,45525149,1600033,9,Banco de Chile,64441259,229297,TEF,2023-10-04,09:00:00,Préstamo
21848740,K,Banco de Chile,73846710,1233317,1,Banco Santander,53962181,131582,TEF,2023-11-29,23:00:00,Varios
2180681,9,Itau,44101074,7896866,5,Banco Santander,43297278,242021,TEF,2023-11-07,07:00:00,Varios
10435125,3,Scotiabank,70086976,8239146,4,Itau,33532092,198913,TEF,2023-11-29,20:00:00,Préstamo
22902957,5,Banco Estado,67120173,23693241,2,Banco Estado,72050977,248978,TEF,2023-10-22,13:00:00,Honorarios
2877153,8,Scotiabank,39980414,12352898,3,Banco Santander,38001344,48578,TEF,2023-10-28,23:00:00,Varios
5015790,4,Banco BCI,95347222,12352898,3,Banco Santander,38001344,172023,TEF,2023-11-03,20:00:00,Honorarios
17192844,4,Banco Estado,31778293,11255375,1,Scotiabank,73657910,17659,TEF,2023-10-24,08:00:00,Pago
9038969,1,Banco de Chile,98801969,6966280,2,Banco BCI,97604634,139816,TEF,2023-11-16,02:00:00,Honorarios
20699465,9,Banco Estado,72949946,23550690,4,Banco Santander,62193317,9073,TEF,2023-11-23,05:00:00,Abono
2650616,1,Scotiabank,71741664,8237786,1,Banco BCI,47583313,112364,TEF,2023-10-13,07:00:00,Varios
20761327,8,Scotiabank,39595188,12349508,9,Banco Santander,25403869,130899,TEF,2023-11-12,15:00:00,Servicios
18364670,6,Banco BCI,93691660,15733709,9,Banco de Chile,46715149,175755,TEF,2023-11-30,17:00:00,Abono
13493751,2,Banco Estado,46640156,9457316,2,Banco BCI,96193521,99973,TEF,2023-10-24,09:00:00,Préstamo
18591535,2,Scotiabank,70211447,22993183,3,Banco Estado,16042234,229080,TEF,2023-10-12,21:00:00,Servicios
19703541,8,Itau,45184295,12345919,5,Banco de Chile,62732413,92980,TEF,2023-10-22,22:00:00,Servicios
11753464,0,Itau,53965084,10576686,4,Banco de Chile,13845496,120534,TEF,2023-11-20,10:00:00,Abono
2821140,1,Banco de Chile,23562390,16555577,3,Banco Estado,77999742,69088,TEF,2023-11-15,04:00:00,Abono
4732743,6,Banco de Chile,94649953,2700206,2,Banco BCI,61007740,187790,TEF,2023-11-02,05:00:00,Devolución
5823232,1,Scotiabank,38961180,1193311,6,Banco Estado,91408868,236824,TEF,2023-10-07,22:00:00,Pago
17569577,7,Banco Santander,84780096,22603528,K,Banco de Chile,33140897,66479,TEF,2023-10-22,18:00:00,Devolución
17292171,3,Banco Santander,52873893,2650616,1,Scotiabank,71741664,248972,TEF,2023-10-02,00:00:00,Pago
5202003,6,Scotiabank,93767654,9832710,1,Banco de Chile,70649050,132925,TEF,2023-10-17,23:00:00,Varios
21764991,8,Banco BCI,96655827,4964860,1,Scotiabank,96188675,172008,TEF,2023-10-19,10:00:00,Varios
19349074,7,Scotiabank,38372261,6094047,6,Banco Estado,15635558,156710,TEF,2023-11-02,15:00:00,Préstamo
13527171,2,Banco de Chile,24516832,21329524,7,Banco BCI,41241725,219988,TEF,2023-11-10,07:00:00,Abono
7684870,7,Banco Estado,90054995,3777701,1,Itau,47604951,137292,TEF,2023-11-20,08:00:00,Servicios
14056500,5,Banco de Chile,97338731,17850290,5,Banco de Chile,24122672,219385,TEF,2023-11-18,02:00:00,Servicios
24890689,3,Banco de Chile,26148864,21083519,5,Banco de Chile,68205973,71919,TEF,2023-10-20,11:00:00,Remuneración
23133060,2,Banco Estado,36763457,17237191,5,Banco Estado,36154065,172424,TEF,2023-10-13,17:00:00,Préstamo
10435125,3,Scotiabank,70086976,20989159,6,Scotiabank,32324544,161190,TEF,2023-11-15,23:00:00,Honorarios
17297611,4,Banco de Chile,36618574,17025439,5,Banco de Chile,44827984,61847,TEF,2023-11-07,07:00:00,Servicios
20913172,4,Scotiabank,68937107,18995510,1,Banco de Chile,94076677,64740,TEF,2023-10-18,14:00:00,Honorarios
12774320,0,Itau,66602253,10131441,9,Banco BCI,22009608,122169,TEF,2023-10-04,13:00:00,Varios
23519607,0,Banco BCI,35847243,17359237,4,Banco BCI,86243744,195675,TEF,2023-11-09,07:00:00,Varios
18074794,4,Scotiabank,74864980,5230019,K,Banco Santander,52296728,204585,TEF,2023-10-09,00:00:00,Préstamo
11933813,3,Itau,78523049,14103298,6,Banco de Chile,45687368,91742,TEF,2023-11-24,22:00:00,Abono
21329524,7,Banco BCI,41241725,19087094,1,Banco de Chile,81575771,208531,TEF,2023-11-21,16:00:00,Varios
8156802,4,Banco BCI,58142047,21832368,8,Scotiabank,68421807,192320,TEF,2023-10-13,08:00:00,Préstamo
14263273,8,Banco Estado,97295200,3850188,8,Banco Estado,93862268,117881,TEF,2023-10-27,11:00:00,Servicios
18691955,2,Banco de Chile,99854864,20467709,2,Banco de Chile,75400097,150042,TEF,2023-10-10,00:00:00,Préstamo
3649093,K,Banco de Chile,37567987,17849529,1,Scotiabank,99773990,219222,TEF,2023-11-20,13:00:00,Remuneración
14302798,4,Banco BCI,30628166,23199638,K,Banco Estado,91585259,56812,TEF,2023-10-14,19:00:00,Devolución
9833289,3,Scotiabank,26118889,17772400,8,Scotiabank,98049351,194416,TEF,2023-11-04,02:00:00,Honorarios
7779857,7,Banco Estado,27009276,20674981,3,Banco de Chile,54455491,39053,TEF,2023-10-28,01:00:00,Servicios
21213865,K,Scotiabank,43832758,11460849,9,Banco Estado,34315463,96273,TEF,2023-10-10,00:00:00,Pago
15897588,3,Banco BCI,71188667,13760627,8,Scotiabank,22224077,75913,TEF,2023-11-28,20:00:00,Préstamo
14766465,7,Scotiabank,54435997,22973335,6,Itau,17012592,30855,TEF,2023-10-26,04:00:00,Pago
8554136,5,Banco Santander,44127847,9832710,1,Banco de Chile,70649050,114979,TEF,2023-10-20,17:00:00,Remuneración
4930957,9,Banco de Chile,77315937,15654918,4,Scotiabank,70611259,223709,TEF,2023-11-21,10:00:00,Préstamo
18658421,6,Banco de Chile,78687811,16728825,K,Itau,74576352,227436,TEF,2023-11-12,18:00:00,Servicios
2721800,1,Banco BCI,63049176,6132236,7,Banco Estado,48680454,65071,TEF,2023-11-11,19:00:00,Varios
20195547,1,Itau,72737216,20086344,1,Banco Estado,83663130,128654,TEF,2023-11-24,18:00:00,Préstamo
18691955,2,Banco de Chile,99854864,21685751,3,Banco de Chile,52518525,198220,TEF,2023-11-21,16:00:00,Varios
18424955,2,Scotiabank,39870020,8922605,3,Banco Estado,35781868,100511,TEF,2023-10-12,01:00:00,Remuneración
11968509,9,Banco de Chile,64535831,10014370,4,Banco de Chile,95757648,124843,TEF,2023-11-06,04:00:00,Préstamo
14105424,5,Scotiabank,36937795,8201909,1,Banco de Chile,47317763,186657,TEF,2023-10-23,04:00:00,Remuneración
12876345,0,Scotiabank,85945032,8990375,3,Banco de Chile,69853304,75942,TEF,2023-10-17,21:00:00,Préstamo
7016072,4,Scotiabank,48882053,23634801,3,Banco Estado,96319163,153943,TEF,2023-11-05,04:00:00,Servicios
17850290,5,Banco de Chile,24122672,21640788,K,Banco BCI,28057180,47747,TEF,2023-11-06,22:00:00,Varios
22131396,3,Scotiabank,83547980,9309505,0,Scotiabank,29943980,61922,TEF,2023-10-14,09:00:00,Honorarios
23545789,3,Banco de Chile,20974417,2835779,5,Banco Santander,48555443,172521,TEF,2023-10-13,17:00:00,Préstamo
15372511,3,Itau,14671369,1435990,2,Scotiabank,86968393,116729,TEF,2023-10-19,23:00:00,Pago
12525502,1,Banco BCI,78942239,9585818,1,Banco de Chile,90143744,56449,TEF,2023-11-19,08:00:00,Remuneración
8374950,5,Banco BCI,69766465,20867123,4,Banco BCI,44951840,20434,TEF,2023-11-26,04:00:00,Devolución
22603528,K,Banco de Chile,33140897,20889821,2,Scotiabank,83057882,46997,TEF,2023-11-15,16:00:00,Remuneración
14305356,K,Banco BCI,95067427,4360602,0,Scotiabank,94304474,116365,TEF,2023-10-06,08:00:00,Préstamo
21599132,4,Banco Estado,54640632,15229451,6,Banco de Chile,40348420,181182,TEF,2023-11-09,06:00:00,Préstamo
2651844,6,Banco Estado,86808333,3183613,7,Banco Santander,78173364,147172,TEF,2023-10-12,19:00:00,Devolución
18869024,1,Banco de Chile,37884581,6995536,4,Itau,19271039,147829,TEF,2023-10-01,03:00:00,Préstamo
19808258,0,Itau,97553448,7201332,4,Banco Estado,10148781,115666,TEF,2023-10-24,09:00:00,Pago
12557256,2,Banco Santander,71391623,18493273,6,Banco BCI,55343623,189404,TEF,2023-10-14,12:00:00,Devolución
16600022,6,Banco de Chile,67431820,18591535,2,Scotiabank,70211447,113796,TEF,2023-11-30,14:00:00,Pago
2453468,K,Banco de Chile,37388214,8564592,K,Itau,67043836,51317,TEF,2023-11-24,12:00:00,Abono
23275835,1,Itau,85156146,14425714,3,Banco Santander,63468597,211148,TEF,2023-10-25,02:00:00,Servicios
17374071,7,Banco de Chile,78075889,2602873,5,Scotiabank,43738767,34014,TEF,2023-10-05,21:00:00,Servicios
12814712,9,Scotiabank,50514676,17954689,1,Itau,59638978,12848,TEF,2023-11-06,05:00:00,Pago
7452228,6,Banco Santander,96064413,19704777,9,Banco de Chile,10808966,59813,TEF,2023-11-08,12:00:00,Préstamo
5984568,5,Banco BCI,66215666,3092496,8,Banco de Chile,90964178,35310,TEF,2023-11-30,07:00:00,Préstamo
2351251,2,Scotiabank,88654718,6132236,7,Banco Estado,48680454,116865,TEF,2023-11-03,15:00:00,Remuneración
4983989,8,Banco Santander,54167113,11224684,9,Banco Estado,25544988,127973,TEF,2023-11-03,22:00:00,Abono
13859206,1,Banco de Chile,48400692,23645633,8,Banco Santander,82236437,33358,TEF,2023-10-13,14:00:00,Servicios
4534059,4,Banco de Chile,72250874,23182975,5,Banco de Chile,17440441,136296,TEF,2023-10-28,05:00:00,Varios
5965698,K,Banco BCI,36647605,19197377,3,Itau,76775720,136020,TEF,2023-11-29,16:00:00,Honorarios
5683730,3,Banco de Chile,16355969,5699233,2,Banco Estado,75880180,150726,TEF,2023-10-17,18:00:00,Devolución
5031341,7,Banco de Chile,24535951,14211276,7,Itau,35344016,216875,TEF,2023-11-29,22:00:00,Devolución
17297611,4,Banco de Chile,36618574,2351251,2,Scotiabank,88654718,81348,TEF,2023-11-14,15:00:00,Abono
9581614,6,Banco de Chile,10125199,16328529,7,Scotiabank,93009551,21724,TEF,2023-11-24,20:00:00,Préstamo
7558333,1,Banco Estado,29410785,16728825,K,Itau,74576352,144420,TEF,2023-11-17,04:00:00,Pago
15357187,9,Banco Santander,52192129,19232616,1,Banco Estado,83358474,161596,TEF,2023-11-10,13:00:00,Remuneración
8607106,0,Banco Estado,63190837,21775025,8,Scotiabank,28925327,182855,TEF,2023-10-10,17:00:00,Devolución
7964731,1,Banco de Chile,36061561,8804872,4,Banco BCI,63669770,200248,TEF,2023-10-04,15:00:00,Varios
16241022,6,Banco Estado,84705133,17431434,K,Banco Estado,10544124,71289,TEF,2023-11-04,06:00:00,Remuneración
23275835,1,Itau,85156146,10468319,K,Scotiabank,72221794,9544,TEF,2023-10-11,19:00:00,Devolución
5955382,1,Banco BCI,65957590,24690815,K,Scotiabank,62359265,156523,TEF,2023-10-26,22:00:00,Devolución
18178470,K,Banco Santander,67236264,22131396,3,Scotiabank,83547980,139687,TEF,2023-11-02,02:00:00,Préstamo
11460849,9,Banco Estado,34315463,21497769,4,Scotiabank,29029698,118656,TEF,2023-11-01,09:00:00,Honorarios
4964860,1,Scotiabank,96188675,2651844,6,Banco Estado,86808333,114699,TEF,2023-10-29,11:00:00,Abono
23275835,1,Itau,85156146,2586460,1,Banco Santander,43141765,247684,TEF,2023-11-16,12:00:00,Honorarios
17706895,8,Banco Estado,86743677,5031341,7,Banco de Chile,24535951,173522,TEF,2023-11-30,08:00:00,Honorarios
6270681,1,Banco Santander,40361059,7933466,6,Banco BCI,75843283,242860,TEF,2023-10-09,02:00:00,Varios
13006853,5,Scotiabank,17900013,5699233,2,Banco Estado,75880180,210084,TEF,2023-10-17,00:00:00,Préstamo
23420827,9,Scotiabank,67858130,24013392,2,Itau,13884486,164450,TEF,2023-11-14,01:00:00,Abono
17359237,4,Banco BCI,86243744,10026157,3,Scotiabank,94245707,82018,TEF,2023-10-18,19:00:00,Servicios
19987140,7,Banco BCI,54137766,2065647,2,Banco Santander,42808793,201892,TEF,2023-11-19,14:00:00,Devolución
20080998,5,Itau,33927614,24935600,K,Banco Estado,58153683,54961,TEF,2023-11-16,04:00:00,Abono
19913677,0,Scotiabank,47799876,18647369,7,Itau,38729779,14004,TEF,2023-11-28,11:00:00,Remuneración
2481925,9,Itau,86042966,16281892,5,Banco BCI,68875770,121850,TEF,2023-11-18,21:00:00,Remuneración
21386399,K,Banco de Chile,55913991,2920749,0,Banco Santander,63612846,231425,TEF,2023-10-23,12:00:00,Préstamo
14524149,9,Itau,79170352,2365584,9,Banco Estado,35723438,246076,TEF,2023-10-03,08:00:00,Abono
19919999,6,Banco Santander,26082032,1435990,2,Scotiabank,86968393,234792,TEF,2023-10-08,08:00:00,Pago
10048995,4,Itau,69841928,15164135,7,Scotiabank,62739758,223362,TEF,2023-10-11,08:00:00,Pago
20718308,5,Banco Santander,47323295,20756170,9,Scotiabank,22816501,119639,TEF,2023-10-20,19:00:00,Devolución
5453797,0,Scotiabank,48125149,15042758,7,Banco Santander,73850642,161812,TEF,2023-11-30,02:00:00,Servicios
16874241,3,Banco Santander,20144845,21055078,K,Banco BCI,71237032,126858,TEF,2023-10-31,16:00:00,Abono
12215275,K,Scotiabank,17908655,19138465,K,Banco Santander,12626263,167346,TEF,2023-10-20,22:00:00,Devolución
12406796,0,Scotiabank,94987760,12164599,4,Banco BCI,29922556,228803,TEF,2023-10-27,00:00:00,Remuneración
23539970,3,Scotiabank,81884752,23579513,4,Itau,16932096,162386,TEF,2023-10-13,15:00:00,Devolución
22386429,4,Scotiabank,28448225,9817757,K,Scotiabank,42988731,162027,TEF,2023-10-26,03:00:00,Varios
19213854,0,Banco Estado,93571464,5965698,K,Banco BCI,36647605,25464,TEF,2023-11-28,22:00:00,Remuneración
17772400,8,Scotiabank,98049351,24583644,2,Scotiabank,38784338,114237,TEF,2023-10-25,08:00:00,Varios
13357008,3,Scotiabank,25112492,5955382,1,Banco BCI,65957590,182271,TEF,2023-11-10,14:00:00,Devolución
19087094,1,Banco de Chile,81575771,23420827,9,Scotiabank,67858130,73087,TEF,2023-10-23,10:00:00,Varios
11297721,0,Itau,58258449,13581647,5,Banco BCI,13062785,12617,TEF,2023-11-07,06:00:00,Pago
14696470,8,Itau,18431902,19799855,2,Banco Santander,69128477,54849,TEF,2023-11-17,01:00:00,Remuneración
1462349,7,Banco de Chile,59483229,4357794,6,Itau,83386797,106105,TEF,2023-11-09,19:00:00,Servicios
23029118,8,Banco Estado,77955215,17071135,1,Itau,88469902,130838,TEF,2023-10-24,23:00:00,Devolución
21427035,5,Banco Santander,89838743,22871807,8,Banco Santander,74072616,107418,TEF,2023-10-10,03:00:00,Devolución
12456021,1,Banco BCI,80110329,15555851,1,Scotiabank,90295789,30780,TEF,2023-10-11,12:00:00,Préstamo
15192440,5,Banco Santander,57602077,0,7,Scotiabank,59282510,69595,TEF,2023-10-02,01:00:00,Servicios
22143428,5,Banco Santander,30570376,22635207,5,Banco Estado,72420576,144348,TEF,2023-11-21,13:00:00,Abono
16318366,0,Banco de Chile,10286264,19616771,8,Banco de Chile,49987921,124533,TEF,2023-10-19,12:00:00,Pago
24870201,5,Banco BCI,56538814,9056556,5,Banco BCI,45900513,171942,TEF,2023-10-10,12:00:00,Servicios
2010369,2,Banco Estado,49459054,1278601,2,Itau,33816041,17555,TEF,2023-10-14,16:00:00,Devolución
8922605,3,Banco Estado,35781868,3632446,6,Banco de Chile,88536621,179688,TEF,2023-11-27,08:00:00,Honorarios
17143391,1,Banco de Chile,70879960,13302644,5,Itau,87069793,97438,TEF,2023-10-12,09:00:00,Abono
11881554,5,Banco Estado,90529067,22832748,5,Scotiabank,74293978,177341,TEF,2023-11-01,03:00:00,Devolución
11100332,9,Banco Estado,81729905,21685751,3,Banco de Chile,52518525,68841,TEF,2023-11-26,03:00:00,Devolución
12318715,4,Banco de Chile,79174977,19970812,6,Scotiabank,23732451,189075,TEF,2023-11-04,21:00:00,Préstamo
1783354,5,Banco BCI,75303409,3183613,7,Banco Santander,78173364,187147,TEF,2023-11-19,00:00:00,Honorarios
1589425,8,Banco BCI,25939354,17954689,1,Itau,59638978,216019,TEF,2023-11-27,02:00:00,Abono
21561089,0,Itau,74073299,3908515,4,Banco Estado,74454513,128708,TEF,2023-11-06,00:00:00,Pago
14056500,5,Banco de Chile,97338731,13888670,4,Banco Estado,89944338,42342,TEF,2023-11-19,23:00:00,Abono
3084330,5,Itau,81297232,1798457,5,Banco BCI,19413069,152754,TEF,2023-11-20,12:00:00,Varios
11968509,9,Banco de Chile,64535831,5295434,2,Scotiabank,60851139,177768,TEF,2023-10-06,01:00:00,Abono
7588872,9,Scotiabank,60817143,3108478,3,Banco Estado,74754628,76070,TEF,2023-11-27,06:00:00,Abono
22993183,3,Banco Estado,16042234,14487007,9,Banco Estado,98409348,231151,TEF,2023-11-14,10:00:00,Remuneración
20055140,K,Banco BCI,24805454,18364670,6,Banco BCI,93691660,244889,TEF,2023-11-08,02:00:00,Pago
16738734,8,Banco de Chile,62742696,20052593,6,Banco de Chile,26945941,188354,TEF,2023-11-10,12:00:00,Honorarios
19403779,5,Banco de Chile,99451223,24929420,3,Banco Santander,72034323,107011,TEF,2023-10-22,00:00:00,Honorarios
2180681,9,Itau,44101074,19457945,9,Banco BCI,68008290,165844,TEF,2023-10-31,10:00:00,Abono
16289818,9,Banco Estado,73903873,15051347,3,Scotiabank,36415280,135035,TEF,2023-11-29,09:00:00,Pago
13892307,9,Banco BCI,34231116,2974424,7,Banco Santander,29076817,5452,TEF,2023-10-18,13:00:00,Abono
11224684,9,Banco Estado,25544988,6354481,1,Banco de Chile,87353451,204842,TEF,2023-10-22,23:00:00,Honorarios
21434603,8,Banco de Chile,53013916,21233884,K,Scotiabank,79167524,83754,TEF,2023-11-12,22:00:00,Préstamo
24429513,6,Banco Santander,72129827,24460991,6,Banco BCI,13489944,156711,TEF,2023-11-23,03:00:00,Devolución
7736903,9,Banco de Chile,21473466,7787706,5,Banco de Chile,42492557,210812,TEF,2023-11-19,08:00:00,Remuneración
9009658,1,Banco BCI,45925741,12525502,1,Banco BCI,78942239,20178,TEF,2023-10-16,00:00:00,Devolución
23124630,K,Itau,77410400,20511133,8,Banco BCI,44257456,185415,TEF,2023-10-19,02:00:00,Abono
12478915,7,Banco de Chile,79251877,20591628,6,Scotiabank,68452920,55091,TEF,2023-10-12,18:00:00,Pago
20473533,9,Banco Santander,16701171,2913298,K,Banco Estado,31602867,97154,TEF,2023-11-23,12:00:00,Préstamo
19138465,K,Banco Santander,12626263,11211330,K,Banco Estado,71075979,206126,TEF,2023-11-21,13:00:00,Servicios
19040698,K,Scotiabank,60846738,10335985,8,Scotiabank,69719831,114721,TEF,2023-10-19,11:00:00,Abono
23550690,4,Banco Santander,62193317,9248036,5,Itau,14121922,171345,TEF,2023-11-13,18:00:00,Pago
1035437,7,Banco Estado,90044583,10270504,6,Banco Santander,79891309,169147,TEF,2023-11-23,17:00:00,Pago
1115540,1,Banco Santander,32197633,22902957,5,Banco Estado,67120173,49399,TEF,2023-11-16,10:00:00,Honorarios
17071135,1,Itau,88469902,2153983,7,Itau,72817147,10817,TEF,2023-10-04,01:00:00,Devolución
12371914,3,Itau,75782772,7787706,5,Banco de Chile,42492557,14913,TEF,2023-10-31,03:00:00,Varios
10928329,0,Scotiabank,80612380,21055078,K,Banco BCI,71237032,200186,TEF,2023-10-31,08:00:00,Préstamo
18500236,7,Banco de Chile,36389575,9440933,K,Itau,36502887,43909,TEF,2023-11-21,07:00:00,Honorarios
22595727,2,Banco BCI,92510237,3674502,8,Itau,28188847,193829,TEF,2023-10-01,22:00:00,Préstamo
9352937,8,Scotiabank,67051633,6996678,9,Banco Estado,91526381,63595,TEF,2023-10-30,19:00:00,Devolución
18210553,7,Itau,82044596,11968509,9,Banco de Chile,64535831,14116,TEF,2023-10-17,23:00:00,Varios
10468319,K,Scotiabank,72221794,9248036,5,Itau,14121922,68761,TEF,2023-11-30,09:00:00,Devolución
18636101,4,Itau,75112835,17447708,8,Scotiabank,99356519,199902,TEF,2023-10-08,17:00:00,Pago
12164599,4,Banco BCI,29922556,15706861,1,Banco BCI,84550765,42574,TEF,2023-10-25,08:00:00,Pago
20960517,4,Banco Estado,17746204,15993169,9,Scotiabank,84502254,107084,TEF,2023-11-03,05:00:00,Honorarios
14263273,8,Banco Estado,97295200,13357008,3,Scotiabank,25112492,185019,TEF,2023-11-01,19:00:00,Varios
